Simulation_ID,AI-UTFPS,DT-RAPD,GAI-EROI,GAI-PBMA,AI-SIRS,GAI-PDM,AI-CHAS,GAI-ECF,GAI-SPAE,AI-RSRAS
1,0.7533399489582854,0.6551496301963327,0.7871711406290495,0.86436408783845,0.868897375278097,0.7916143123508785,0.8397156433543208,0.6874290936102339,0.9564434964583317,1.7380971830572223
2,0.8139076577473598,0.7303174141986598,0.7998968971551753,0.7549157321864738,0.7565323720056526,0.772623138607352,0.7826597610174804,0.7860419885864927,0.8805423216709721,1.0919353083193586
3,0.8186164584888995,0.7112212029941204,0.7736952708205527,0.9147671346062759,0.7171517655269901,0.7809412560897204,0.6210548097789423,0.7507716605639113,0.8974266981422311,0.822580835757317
4,0.8311141388420181,0.8621026774486711,0.7752284994236066,0.6850082353280912,0.8914340393231633,0.7100134889021356,0.6516569054855453,0.9166822547494805,0.6646820559459896,0.1893572646492272
5,0.7924230528859205,,0.9257761754485067,0.6442713969336723,0.7411539765112166,0.7614637933884264,0.9149362672955922,0.7632551464950298,0.8643926218515451,1.3082853922271145
6,0.8023763323052737,0.8141020510859464,0.7772211326531702,0.719928639537159,0.6834237730521103,0.5344340188104494,0.82829427127424,0.923740913642232,0.7684431744824345,0.5561322794687871
7,0.7311471139896625,0.6279540893180848,0.7550567464507981,0.9445576657739021,0.7867903853863512,0.7006329702393744,0.7418109300809179,0.8965365124681076,0.7312022978274317,0.6133213073945497
8,0.6986688015484634,0.923919844971262,0.5716871378582405,0.834045203406392,0.7359901432359458,0.6919914602642104,0.8708959758905155,0.847844999435377,0.6922653520400913,0.3306291617645403
9,0.9062135639903658,0.7476764103966183,0.8289562798115814,0.7260967515984513,0.9495854350296732,0.6472975418742946,0.852952025581981,0.7512969306062635,0.8385904954814177,0.5526695179132786
10,0.7615097433152183,0.6526471035269596,0.6554028426643016,0.6836806391386427,0.9163144810907083,0.7769647534026336,0.8692577315246613,0.8556029394105849,0.7060009276937163,1.1411074235158372
11,0.7196050551425237,0.6980694153291699,0.5853880152760619,0.6670266804234045,0.829904514348144,0.8816878747415448,0.7137763697263388,0.9697565654483867,0.7925592300577742,1.0451540819404928
12,0.7804892002151481,0.8693617981292364,0.9324196064566944,0.7302944424090635,0.7831595555927895,0.5228293935858039,0.7815510723717659,0.8612381407926877,0.8408487458717363,0.5976306777729002
13,0.8456044064770005,0.9159943927549766,0.7325568526130145,0.9030071950443563,0.7973813456833516,0.5022728538325224,0.6460418432342502,0.9937595034951034,0.8378216280952002,0.06925669998794971
14,0.8988243198190689,0.6532294143352712,0.9007366342680014,0.9425385216404958,0.7725450481695425,0.6195793698968106,0.764210228070364,0.9725341886063108,0.7287414278904693,1.6307315752511586
15,0.7815474301337353,0.8444136840860845,0.7085347090119555,0.8601177234846646,0.681828465635159,0.567805838815981,0.7372692495372779,0.7337543948598,0.772478733558522,1.4437923044420167
16,0.8864700495464226,0.7196824600637983,0.7810794644241394,0.7488069260150789,0.7156870365136495,0.7883848187939404,0.6117647219439486,0.9508148091830304,0.7058649196134822,0.5721499498040761
17,0.6863531002307478,0.7405340576596492,0.7747452197607145,0.9381123007348257,0.946180564883301,0.8637881738056967,0.6736247513021126,0.9384614462411272,0.6889173784932608,1.7587641039841337
